"","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A3.3_D3.3_AA1.13_AD1.13_DA0_DD1.13_epoch1651144352","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A10_D0_AA0_AD0_DA0_DD0_epoch1651149628","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A7.5_D2.5_AA0_AD0_DA0_DD0_epoch1651149628","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A5_D5_AA0_AD0_DA0_DD0_epoch1651149628","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A2.5_D7.5_AA0_AD0_DA0_DD0_epoch1651155913","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A0_D10_AA0_AD0_DA0_DD0_epoch1651173856","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A3.3_D3.3_AA3.4_AD0_DA0_DD0_epoch1651183589","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A3.3_D3.3_AA0_AD3.4_DA0_DD0_epoch1651183589","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A3.3_D3.3_AA0_AD0_DA0_DD3.4_epoch1651183589","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A3.3_D3.3_AA1.13_AD1.13_DA0_DD1.13_epoch1651183589"
"sample_38",214.015625876897,-300.112969482897,-251.698386815953,18.1088941451605,138.41723255018,-278.89728713719,20.5815400306745,15.7700432273493,139.805363582437,-67.3255761775927
"sample_210",140.593782108444,-180.920898774277,255.845711582369,-213.905237221429,122.602722210207,-394.092113440772,-137.260356674477,-9.5769263467669,-47.312078154003,10.9650950169115
"sample_742",58.2780584528886,-98.379423826302,39.1016725103085,-73.6640873580512,-57.7645143742691,153.132132406505,6.02824906062477,-147.798440913966,-109.162561147731,-220.923612229029
"sample_465",-33.0144901505654,-457.733034629684,-78.9696265386693,-239.75468043698,153.23559345398,-4.39272226181062,18.6374379158114,-51.1755045757995,-179.484120923622,-243.705651737338
"sample_546",109.856296751776,-224.380851744039,-83.5281054381148,-341.53833246596,171.954891391686,-473.649904615978,-127.688202122739,30.59093072665,-161.70545925852,164.596879278046
"sample_437",259.45765020684,220.579323732845,68.6208495630767,-293.800333859703,299.229438696506,2.88244777439191,139.150935174472,92.5576254203595,-162.910562725986,-303.156645095696
"sample_41",13.7484539790039,-55.5187467372605,335.103988481204,-127.37841074091,315.149178762547,60.9810720593311,8.8198442339821,24.8917539650499,-314.141755249348,-50.7153033885461
"sample_499",4.34542270499414,-545.734653270239,7.93889642088979,-11.6298185496307,202.771566712561,131.069798743648,-37.4300953673805,-1.23261379379974,-110.710629328533,-66.7038417387379
"sample_339",27.4516311827199,-148.227220801339,56.2891716090322,-237.711330222013,170.541212789021,-181.26010452393,-67.6518514982186,-30.5434528329258,-75.9517576431729,-132.636123198642
"sample_416",143.286215645635,107.090543822282,-145.977212491534,-24.3318861592341,180.207038637212,103.755101479326,-35.6954631365312,-22.2223649321021,-27.9166045622514,-53.1414781423159
"sample_49",71.7481817582789,-273.517915266592,97.4360703045251,-421.550530864792,-172.494986691846,-375.217546462571,182.083850210838,97.771551098758,-157.130287092052,-57.2019983685616
"sample_247",66.369957333914,-553.687479963951,100.204039280854,38.5066693995874,-13.7404513416991,-156.705576290716,-110.279945976905,-139.549235412333,-7.56523375679788,-140.646873026581
"sample_252",92.3858176425987,84.4822945850941,-68.8184905719909,-204.448378464394,-51.8950491688127,58.2590551841171,-31.0610085879119,-125.289525343258,153.488930191426,12.7816851224052
"sample_51",60.0929785040589,-294.579201731718,-62.5004484744769,-54.6063131374634,65.6868663796279,-190.196250263893,-125.247145484111,-123.298146283794,-7.62941211378606,-70.15161992652
"sample_401",-9.98484764140841,-436.601745504718,3.75401865116059,-346.80759152511,67.9657496606149,-208.737815531512,39.6823759270466,-68.0939067269057,-122.711873417005,-77.8310115775522
"sample_376",243.832835181108,-152.413897765561,-95.3637807956776,-130.339840471685,56.8513521450775,357.296310752152,-49.7899103976119,-124.800604961475,-65.9694042241677,-87.3674607200435
"sample_341",172.833328117692,96.984449970452,-272.366656996049,-71.2973035321144,-122.385979406472,43.3950469861977,-32.5117640593967,-120.012791730399,-97.8109742846752,-111.529178557871
"sample_486",93.4561781941864,-517.475458534117,-84.8727167781461,24.2391546236092,259.288868496833,-174.870661348146,36.7281868977695,-280.117688174011,-34.2711656714903,-187.102139942856
"sample_483",16.2679202900674,-407.936668247492,235.319594728258,-209.492757894018,227.277476443801,-239.340628948814,118.871322690182,-142.764032588952,-3.78524499922019,-105.289136274998
"sample_577",169.843159256286,-105.024144864025,-86.5890433021746,-325.769255316166,198.716737789206,-57.5195813018494,-79.745393592259,-115.234396922167,-105.662590571635,-251.585070855018
"sample_495",33.1105376884547,-525.434663078689,-99.6347336430866,-156.374049958464,-96.5486417184338,-298.941384963477,29.6001341221448,-35.2952570235747,-152.659331457111,-204.614431478657
"sample_375",127.188856939342,-543.6073145773,-188.777673050783,-229.013409882879,75.0988133088595,49.3721930295239,182.510664653386,-69.622097973277,-109.491236152221,-54.5828711851847
"sample_579",194.06904321576,-403.877987949365,-229.856515368256,-237.406888306811,-18.1708289874596,-377.672124637409,-30.7139709228047,263.792440577615,0.777545452509411,-138.466557646918
"sample_816",-75.931541038916,-417.212164556828,-253.834310394993,-233.334786849051,210.472791602589,183.978881622646,-194.088271969023,48.2175296147482,6.15770018311736,-160.774091303187
"sample_680",-14.243419629304,-295.041590024255,-192.101135378998,-284.282511161957,86.0708089750085,285.369133269119,-105.174196072027,94.4930333483092,-24.4777963273523,-36.0456142813628
"sample_778",81.711647005481,-594.541221896345,-23.5843423785697,-198.372767474839,-79.8564192741693,42.5516892786849,-194.309375407453,233.300129038581,-34.4470973495062,-98.6687368775715
"sample_830",124.873534530827,-432.26439058672,-236.258470659557,-84.7591629749786,-110.347189934448,-28.3380732451434,122.700192724588,194.911965445237,-188.071984304122,-301.593356289909
"sample_841",105.734900287796,-251.0835054312,224.641743300459,-43.2755680369285,349.617981699273,85.4938109800965,14.8138180846071,18.6417173585434,-237.033756903256,-129.701559501974
"sample_783",-52.0733201477812,-482.002017188134,-265.488185729212,-60.8993826764208,-66.335870034447,218.109488773795,57.3329728252973,20.8927739089663,39.3647648164048,-96.7034410004158
"sample_1025",86.2625969885581,-651.164369720856,248.178271377831,-318.385624288112,183.566457136598,175.421197581319,98.7570626755712,-54.2176383846831,-151.604317832903,-127.951529261254
"sample_655",212.97055829394,-747.602541153678,-277.221109334001,6.74495436465047,-37.312619129006,-88.5991497222319,73.5736117238027,-212.169890577968,-125.327614779239,-200.797492073455
"sample_782",24.2861134616311,-722.007336640428,-185.869615514061,-107.402248324825,59.4014126307532,57.3675186167166,-86.2306871093603,-133.123512008125,-73.0715664256175,-226.886493177627
"sample_835",72.2388580738841,-271.912883439242,43.6679410649975,-12.6506969833007,-158.099707214047,-310.838944205952,-87.6799744254182,-144.049076960921,-34.0250177504427,-145.466702972895
"sample_810",2.71169852655325,-427.557834583116,-205.953666666172,-193.404431123804,-57.2516460522167,-21.1867311593128,49.874044844376,71.0486831377981,55.6284186585882,-134.346898196717
"sample_833",-5.19654222774278,-160.015863539185,-85.6583031117679,-101.045945042997,-30.9053385526473,48.0185652579911,-22.3585402454338,41.5566599823159,-158.668099442662,-184.180909131897
"sample_696",43.9416281057731,-226.386432669745,1.01177723942623,-299.385514857857,-106.63527499639,194.003980343543,3.86844266660829,8.62731127548683,-120.160731374072,-223.026460998563
"sample_770",53.9356143064457,-766.883687502364,120.275114537194,-132.78148088989,-173.924441652242,342.280412369606,139.961605713168,17.6995697568437,-72.8409383053698,-285.558333752354
"sample_817",-137.33553800864,-47.4156892087117,110.54978213883,-211.018926030456,162.329722570571,-78.2907133133588,-77.1540080236148,-89.821161386222,-32.9708318433462,18.0255965636331
"sample_814",107.311108454362,-135.939601872528,-243.21574416138,-63.492962398302,203.543604866789,-261.528097137871,-146.769654927917,104.494914978583,-200.674203890156,12.1694933133727
"sample_837",137.417566616653,-697.205639307428,-187.307727394727,-277.487816761044,83.3478698764331,64.3396514739061,-113.472596738371,101.453644031139,-40.3546770152632,-110.441212635238
"sample_926",-59.0051189144935,-174.905458134968,-135.602785949345,-231.64744701679,-126.613668081149,-141.155033119249,12.4534769773645,92.1513860015633,-76.5478554052163,-84.7107946355378
"sample_536",214.176872142973,-129.315722378752,126.181011184829,-121.472578337122,137.30728549804,-363.989550497773,90.2494982057594,10.296099689873,-46.5858728904367,-113.085617797399
"sample_273",-16.115147112953,-334.437622770188,-53.9505816619943,-78.0642533869249,217.364913815193,-2.95251008546285,-4.08337851258587,43.5010063880376,-133.671999760748,-23.7407058860405
"sample_542",26.8740008236834,-79.4944506315227,123.403565431846,-132.83216439859,178.580912206588,-285.179009337094,64.8894570450057,26.9930032569423,-47.230167121354,-77.3181546386496
"sample_857",-208.214764958179,-278.938725242343,-12.2929759013675,-212.672877783536,-69.9258344800657,43.6642336848578,63.0961647095046,-199.694712267588,-38.2097127886765,-191.196810860898
"sample_488",-56.237226488664,-114.610201442857,65.4599462141549,2.16907152134139,-91.0214947417223,-19.1672814047845,136.650017519745,17.9120203820409,-88.4177416469372,-172.120224707796
"sample_566",117.478128587085,-605.801145821937,-188.756916798485,25.1872210805671,20.9900096886195,50.0779339573351,141.690762550206,-156.447406848134,-101.337086001147,-214.106066021204
"sample_716",102.800660268629,-495.056875551124,-203.930569901911,-251.77855907719,114.336783652031,-31.4863183128385,-0.125266313418024,-96.4885591494036,-137.115424978678,-155.793051308751
"sample_725",120.297658685853,-122.430354768998,-66.9056093906215,-90.1653439766338,113.356346354425,17.8321089793156,-98.788568404411,125.593237953498,-75.4653069419264,-111.318901655128
"sample_1",-76.9164863396513,-222.544912409853,-217.2016710365,-196.383652076123,-63.9677169242467,257.019440590146,-90.8517861548384,-187.585244088151,-148.86714772785,-123.905052034596
"sample_418",137.360304273889,-413.294151322511,134.112406977556,-92.3438919680076,149.513180946096,-36.6914541880873,70.0724408327731,102.326900281908,-121.791860450621,44.4790044672712
"sample_529",-7.44870666881337,-174.249782574396,147.861715469661,-32.5861584723759,-92.9594413880348,44.8972580220527,-91.2228162770267,164.571904213007,-49.1220836564141,-96.7226205149065
"sample_516",214.367102661416,706.722062384749,81.6831827620192,40.7430970709051,-100.778498328216,33.1660322911907,10.8053494395291,26.6280582324477,-95.6527189554938,-88.1137291159351
"sample_62",6.84295983185072,15.2456496649908,48.1698712873816,-410.947096382944,311.832005039179,-211.729408385519,-24.0583365097545,-58.3409570986767,70.3430164609469,-289.210460640415
"sample_54",78.5782292307052,-136.084842008825,-112.863115389816,-201.158629494822,237.767971063862,-214.813455630693,53.2704446451554,-39.9923763351682,-160.743141772206,-91.0145510940684
"sample_230",294.101205222527,0.623254045505291,-155.295352895785,-78.2051854558661,-139.153362191003,-113.863435705416,51.9902780148616,-68.5805796331151,-8.69579455117499,4.16046293913015
"sample_693",153.871916252707,-207.879090534424,-203.154927970212,-348.032988372908,6.04453439677138,-293.69255948924,-75.3778581136167,-37.7638571086456,-93.0688864543594,-94.454327887399
"sample_737",40.3309657797768,-367.37572790458,64.9813542923495,-274.134707133987,-0.164666371554776,-236.952429909,8.42980568083549,187.359043608519,-135.817112431822,-146.764853543805
"sample_574",31.8626170813054,-262.715547577494,-48.3756696616326,-434.541061861822,200.815255539661,304.606051626427,-173.626246990391,-59.0015913096689,-83.6820160864788,-241.147234049666
"sample_35",41.2738538986013,1.66498149898214,-281.477284667547,-252.233508152819,97.2140771488728,90.6294558532268,69.6740056763881,13.0058339538508,59.4179215621037,-126.746335410553
"sample_592",118.619875660519,-124.459281140835,-76.9104693537539,-252.170365614843,-12.4518976825758,-229.144879967011,5.71459907447761,48.0213517633119,1.70283155343924,-126.593750780614
"sample_702",149.057784309438,-783.846728643212,-38.0478849767487,-208.556513492211,-173.16705248512,-229.147947884131,-2.12882309544652,23.4203359526488,92.6895335387439,-235.490331354576
"sample_494",53.5751968729615,-151.495623999538,-217.044423426444,-50.7900235890972,256.077041803204,-357.091896771484,-81.8767991796696,88.1831754317664,53.460766355279,-361.887570997369
"sample_959",-43.0366369185673,-131.990502283394,-240.052912755078,-131.665037516293,64.3549025637899,289.31857864219,-52.2020213631099,-19.8872383751306,-218.178010304209,-282.560190032386
"sample_82",19.4381941551538,-253.511874286681,78.2269851321686,-177.667992956315,132.529119633284,-6.55861900041189,-32.2253484948818,-17.6097789489723,-248.441122790308,-76.6009120950208
"sample_349",160.427440709928,254.751735263237,357.437834916803,-230.676325446541,123.745820557775,-153.044314320952,-17.7611105041139,-43.4374807551004,-109.994128145672,-137.955395120404
"sample_603",152.031142053565,-431.336626486133,-4.47989708507033,-197.186077976389,49.2860954226644,118.94282112414,-1.09394143622556,-215.540805025955,-68.5644389488184,-21.7015736870729
"sample_931",61.7025551090063,-473.924714231302,161.553337549958,-183.693251994006,-187.27571775661,-109.622683828964,63.5876142334649,-73.0696284868794,-195.885094946021,-222.201663544676
"sample_960",85.2146123030593,-399.71862146168,-10.8738304928637,-337.74168603659,16.2219177587005,-286.892012801888,31.0205129189896,-83.2889112428889,-56.9866284107883,-311.163158339838
"sample_290",198.775402168827,-496.96938308433,86.0744759218039,-166.209917323063,51.1075052179587,-205.13710724852,-70.6137255645832,-83.5530234879058,-107.10609662822,-54.3323868903105
"sample_286",185.521825113045,-421.244864509365,52.5776220761537,-197.166052447942,-108.370486893964,-42.9440523316962,-13.7660870597162,-23.645363229602,-246.488660958157,-123.673412811478
"sample_69",119.832491228285,-294.937941955409,26.3815130066693,-139.022550934834,0.815952261451301,-137.244948064506,77.3965616398891,25.7569736986646,-66.0960469699879,-173.911140318022
"sample_235",19.395202661437,-323.738459124497,-92.2822476623757,-171.404207424441,63.6926020949181,-185.747853330579,-6.9721348551574,-139.583913268077,21.2701663611337,-120.934811379361
"sample_608",91.4179223153567,-741.318889784502,415.328209667588,-118.299210610804,73.2640096743647,-21.302383461029,-48.7677374037327,15.194595841437,-62.8417925944913,-207.271881867704
"sample_539",82.0492435750981,134.159140344433,81.9392421343196,-268.431130485475,99.1672472278895,-98.6415716670212,-47.3974635663355,175.374653917312,-42.9865899773047,-125.057143136667
"sample_259",114.69630852632,-483.45235176157,-95.6893400290314,-262.078957814931,91.0554546883167,-100.491222340358,-5.40046230956625,-76.7842296295957,73.428618343786,-45.1884263052206
"sample_272",92.7823562391012,-227.470931018533,64.5107603920595,-315.933988908069,57.6016542132563,-197.468289659849,-49.5205136284136,-19.6013609115816,-80.3347674885469,-221.194956502827
"sample_843",207.715102597448,-362.765074061945,261.793353130668,-197.92970702516,475.440023116115,95.2260266994855,12.120554204815,54.1984201668326,39.3004429673187,-91.0764659450462
"sample_868",102.147947043783,-18.28498504074,261.240308822334,-154.712186678304,-18.4494600215353,192.532513609124,-142.074024237901,-94.447724572717,-74.1935987492491,32.6143945775465
"sample_939",77.1306013442466,-158.590431419165,112.965542548911,-186.810205624939,129.388687306744,247.866409879653,5.36225011240859,32.9049230180261,23.1692282952672,-172.489156830894
"sample_849",17.4637792885694,-429.095348178558,201.072695943681,-101.951368555047,119.553124123806,256.364843866761,169.280291682558,-118.711737590469,-254.669400282142,0.156621288092673
"sample_740",184.770572052087,-351.803513349406,113.773401886332,-202.438922512421,137.852015084087,-19.4538627013194,-2.1112278174384,35.948087533353,-163.526300182335,-142.995604210084
"sample_216",131.057659852164,-291.277746507633,216.232945753587,-424.63899810568,1.11097370600085,92.3468442201755,36.4781892606093,-163.631600833434,-123.793130570593,-58.689054443377
"sample_1024",52.292912838905,-43.4316737671662,304.839491443916,-323.395243865843,97.4002349893409,-42.973251153702,160.050116475374,28.3906375578781,8.46215141760973,-99.2408047327011
"sample_182",0.525133716289758,-167.939368962596,42.3090081087859,-212.972543606147,15.0593185404646,-340.203849458839,0.215175374486728,-76.607370258141,78.049446149332,-161.978900625011
"sample_165",-27.7688218256162,-361.658893242579,35.3647719121765,-238.189405374254,70.3252887206145,-120.06569312052,108.1027570919,-18.9840373012062,61.6814003771672,-210.114656123743
"sample_1004",77.7915012728256,-17.9490766044173,291.101320692127,-195.684759765475,136.257929453265,293.679070901201,40.9804763338536,65.8848240817327,-18.9312512824457,-48.7980467454739
"sample_151",86.4764038545234,-471.237334836541,170.798610270848,-138.862672713196,50.1114730003451,79.2422101360061,134.097566475159,-198.864834315988,-53.5122584010075,-24.848335220118
"sample_302",89.4389233722185,-196.51913870107,130.89937691341,-332.660428753561,254.608278190873,-261.457906377419,43.6474064756664,-76.1684724639094,-80.298721336049,-142.129406120429
"sample_502",187.251768774126,96.7906320987077,99.1619566407976,65.7971238709635,61.963741352362,-22.6641474845194,148.922123257261,-17.2218168702999,-312.733671553233,-155.169206632542
"sample_963",9.23956945241034,23.6210986519407,-11.6507476223695,-326.511962848539,154.794100595311,-253.787516934912,31.9371953243857,111.159632470763,24.1495644858547,-144.672582229418
"sample_45",15.4442855166953,-302.950514535594,117.817035692334,-493.422211455877,25.246513635445,-30.2762577273326,165.293398826615,77.125313940105,-66.2961947293238,-41.7478762486794
"sample_244",71.9452862986754,0.531149733756967,98.3013507146114,-259.653402199219,123.658536061633,-49.9362973538499,-13.967791792771,-25.2890258885517,-46.493210579545,-27.9718359474392
"sample_632",33.7454648910699,-81.573650389484,51.7390132508385,-70.2424433081106,144.671551577281,284.57467394082,-42.3154965688935,-67.1454835045629,-24.402329794088,-190.914653321355
"sample_1010",109.57209671964,-104.510872109105,169.641830360402,137.602353527202,-3.22653953245646,10.9579566376338,100.951614139943,65.3348409720601,-55.8608627185094,-189.563476055641
"sample_602",12.4442844061933,-24.5271923809276,-9.90471413350384,-272.802587080256,7.72090345425858,139.224582830804,-127.650143267631,-116.202803169315,-103.99074733549,-32.4241670105946
"sample_650",-2.09398956401551,91.1515204455521,-166.171886536265,-231.854340519481,94.4139436232416,202.240887200549,-41.4165605912825,-7.79581610588051,-169.439174812773,-180.988557176186
"sample_1023",134.076197731406,-35.861833644902,127.920211759024,-10.3121432695247,73.8427430005381,-175.711524540265,-223.963647527354,-137.151931629499,-221.117895507541,-88.7092069429691
"sample_797",65.1440086101938,-402.9892644045,-177.711240517469,-108.335088758421,129.774797490417,331.40806248978,42.7919421358271,-45.7833116935336,-23.8313268527021,28.1953697413352
"sample_601",118.624393755533,193.45690200406,-293.350548567866,-241.572007388783,19.7953069490022,137.268084878472,-16.7524299223821,198.739131389442,-164.818848615237,-354.625716810127
"sample_974",-52.4671738789158,-190.236741281383,-21.6117472846253,-257.228911004891,193.686940363334,-29.6050989454436,-312.497029867057,-18.605509513989,3.16308786421002,-114.380275751549
"sample_1027",2.32723338178374,-138.793427900567,-218.259905173768,9.51824406568855,211.615387968761,-111.337013356158,38.7856622005202,-57.6797999160232,-187.485560065892,-43.8452738813777
"sample_844",153.891746225977,-437.084826334815,-208.255643369042,-303.804859068432,-80.3365582592552,-33.508945904959,6.75745419599346,52.7175151692541,-167.90183212508,-25.7490128434916
"sample_801",-113.875181822604,-156.88816965741,-167.353338998337,-219.525015016987,63.6418087998531,107.142019740919,77.8005296221319,-4.14126206060141,-44.9481397927963,-153.945045435344
"sample_827",-102.578345937036,-27.5043926941061,94.038621100695,-369.261642489827,60.7556883314237,22.2289191322026,205.527521983326,57.0745101238423,-145.159700096615,-146.741511726927
"sample_787",-35.0610615641154,-190.132194472622,-160.561975878187,-82.4153018142928,7.58225798176064,487.865584391679,-64.6501885807145,27.2591783317951,-23.3700409108934,-201.385565100185
"sample_771",65.6123869590179,-156.222309057424,-169.512403263934,-138.07011017793,62.5116999024815,51.2253267616891,-60.6568877377007,61.1427265463055,-103.884440181881,-63.8236703307574
"sample_612",201.660546327442,-32.8579972461308,-35.3223626727348,-66.8936458340298,26.281442799416,-52.3671044772777,117.184704103501,13.5125738588755,-132.738023809267,-46.9220107735435
"sample_371",95.6422154542484,-31.8306655428934,-15.4151809008051,-158.851985311167,185.9394313877,-382.298691901159,-135.24511458078,46.9915847159205,-211.017205848414,-234.189347646715
"sample_467",99.5286914193454,-242.021640400789,-134.899627486811,-181.949508338985,216.395904168804,-160.736782364823,113.899300437465,-20.0342505003291,-16.8827972361116,-297.979810322593
"sample_761",133.171016206753,-560.022367757644,61.0865476863693,-248.771025785241,-33.0441128194221,-12.559456896684,-101.026124639835,-4.91616128473792,52.3423887678766,94.0966933629486
"sample_916",127.062660547587,-659.745587661526,-421.360580291155,-18.6505987051351,206.216620267968,-123.668879460377,-150.610589776403,-70.8722995998552,5.45247729539793,-108.20097385972
"sample_933",244.65097203859,-171.87523519992,2.47731359207651,-359.635604811739,179.924698351466,200.524343916251,22.9918271215139,-276.018243146999,53.1122984546061,-214.081000300743
"sample_840",193.148694764183,-143.918984123148,31.551904785106,-161.009979508164,71.2418958201688,15.7252526045471,-52.7902367861815,-98.2936484286728,-92.0900827372001,8.10703120984159
"sample_885",24.3470603766747,-249.662756404478,-73.0316520911955,-120.149011382506,21.7419675342769,-117.932088882023,36.5453986507073,164.016293750519,0.863897666065419,-118.331287736373
"sample_564",81.7753807408257,-206.814580698736,-19.8971878270432,9.14960018747492,89.5621534674607,55.5914129615021,-194.052779541753,7.07055386846133,-102.974540241076,-107.745899456252
"sample_663",20.8823390656576,-274.581576345883,-80.5967146995136,-168.261911166674,45.6949063046552,280.128344203684,91.0617969804611,-16.1085805816059,-40.7573404037712,-68.3953568133387
"sample_893",0.301689740939182,-299.312703757945,74.7469152472409,-387.636779350263,-170.03638831977,-17.4524154113425,-11.9673726095669,-47.749684911139,-104.284788689819,-53.8803842227552
"sample_733",-29.9450193524697,-342.756535477951,25.2360044961744,-172.65109861441,420.355878498888,-33.9601391563638,-135.088019623192,132.002116036331,-113.130421757867,-93.0545208180656
"sample_668",32.8356090616055,-386.604288837797,-260.305579252332,-161.811865011542,38.5159880060557,65.8797741480966,-29.67003338265,-68.5425669080269,-178.7028693194,-148.130147257105
"sample_585",2.84981888089228,-20.0002226690433,-221.233330693937,-72.2046090567829,-138.764780286357,479.692098974606,-90.9060770941022,-83.3858128455897,27.456238566716,117.379755314174
"sample_430",10.7556000042756,183.204117199823,31.0077664162795,-161.334232958614,34.3232502253779,84.0549240712431,300.901737852343,-170.463560999362,-150.543052365192,0.801448899962033
"sample_938",-7.35094235370165,-25.3571808623094,-460.418619201084,-208.734678276156,211.698471344146,68.884416457264,145.337183058578,-111.054781491956,-191.901128362159,-76.2943248833132
"sample_554",128.019840988488,-197.755490451127,-276.561237395581,-270.014158484538,0.922632243998883,173.447885560757,-0.662710684676817,107.146729987134,-67.8415993877633,-192.966522644461
"sample_533",-48.8092139741506,-206.285267775708,113.4561855586,-321.075296174741,-80.4723978747585,50.0624609992879,98.1910890055477,-149.468664113919,-196.895174347505,-217.699971834402
"sample_417",11.9315644848418,-100.47588610304,51.8976279275821,-238.362007419437,208.853941297543,146.621568397289,-281.298392851449,31.5853770296923,-121.315571788327,-185.40037980698
"sample_695",-106.235288523019,-607.467514725133,241.713054067119,-317.279491725362,67.9737746910428,-94.543789953758,10.4219224918781,-87.4491598073417,-109.123739408951,-176.380160130324
"sample_646",43.0125515114428,-382.15787757889,-200.769855688367,2.92067690462649,-138.900441184898,400.513839192139,214.797343986721,-7.93887105693611,-58.7734566160654,-166.228406302547
"sample_534",82.3399206252827,-559.943555628611,-112.611462372639,-79.2581077101261,9.59016045660872,-288.785346967268,-97.2315616666426,-6.55845535016601,-198.307433000525,-137.889109007681
"sample_500",6.60231307757525,-552.400285246529,147.648564764403,-439.78871447606,-17.9893471066869,41.4714773600978,-100.207696976477,39.8307492843628,-101.89147956365,-184.122385970356
"sample_398",141.912662210939,151.496301763639,194.801323030209,-53.3238135874117,-5.93895780275801,269.561982003157,41.6325328794111,-44.938332918794,-224.885415773548,-14.9715014504568
"sample_396",-8.04159598206655,86.1390419384606,12.5692194513498,-117.059209559451,222.729722898827,-175.220573212421,-124.768961569462,2.02295317314476,-254.599509519993,-139.126402047363
"sample_415",29.0453297382857,-279.865249696529,-2.59011896420419,-217.727084145776,79.3542955195888,-53.2767906557821,-120.279080456986,-97.7210606753906,-66.3976141556914,-70.0057935902591
"sample_468",228.059719789728,74.1141705570535,240.672801336297,-318.521882828909,215.533459620183,-68.409782616676,84.2574776660014,-7.77725078735185,-25.1575325216618,-3.45140200404765
"sample_549",111.687154320335,-465.217137107407,147.945031668719,-436.803770540854,195.535612315049,-33.1159023920796,56.9885067648709,-124.794811778935,-155.572235281745,-109.136398784982
"sample_397",177.460555363045,154.655314906946,-57.7638631483861,-342.052363755843,17.5689565832176,96.1747544263746,58.186044341085,8.45800731817221,12.2564817754977,-19.7422874029202
"sample_452",16.3043287195218,-190.006909073781,246.82054927827,-308.870297307415,-334.669780304167,196.378470486629,65.6922737109095,-95.4268444842119,-184.58614786445,-212.047469585982
"sample_317",37.9343786182292,-265.088883069702,-84.3946366177887,-398.743268044092,141.313312502359,-186.231709436335,-110.56369603926,174.725757142513,-28.855251057092,-134.465731674941
"sample_271",-6.83781412636233,-442.921930684503,-446.298149845915,-178.741543967568,-184.421863599223,-125.895864852806,143.022184912681,-86.9614062253649,-66.5811609399355,-82.2198271612805
"sample_818",23.1546569750168,-243.886829131564,-96.5845195254093,-208.671437257772,254.891441825624,-381.932958823869,-16.5296824527355,-33.942172269916,112.360394214188,-144.600705390381
"sample_792",70.2028243363947,-356.968745941027,-77.2992455403313,-122.74693115394,190.495594371489,75.3767155346901,-46.1596806236259,9.34131912883362,58.1907981858383,-208.875725886256
"sample_982",2.33686522678828,-488.469975827323,-16.8707802487456,-247.917591654751,92.7010475875438,-44.1832133395387,165.615817247181,-62.3059940016959,2.28611818541849,-13.6004977381148
"sample_972",-27.5282289199092,-228.205088113631,-35.1934378106932,-145.175538493737,420.19784072705,-4.43174391038874,-232.911477052652,-41.795250371695,-262.221172515353,-197.230470763088
"sample_866",144.354230414903,-126.480944054043,-94.7051722985261,-54.7503068605412,510.414810997001,-21.6163549003662,108.117929602239,-57.5845280594845,-106.250150770615,-122.021920724366
"sample_553",160.486043440756,-23.7235762095597,286.827538269483,-511.208393152855,-183.688165448769,-368.511702392079,93.0863233827454,-56.6219633191287,-150.148695655057,-150.511590230494
"sample_227",255.936748919631,-198.448487634194,-88.1096706182321,-167.937203551048,7.36033426174085,-71.0622267116505,-197.161361120087,-0.290062523373877,-32.6079608742456,-119.894488660068
"sample_220",106.13026473534,-342.656213797988,-205.906552303377,-104.150306934898,6.85877214105887,-10.1839062798742,-93.5972723486283,-222.435416873902,-41.609085904505,7.20352528863413
"sample_209",119.233359132646,-513.154537755268,231.444629031661,-228.390181970153,-9.26468622537035,25.293074768405,73.6283447357292,-46.4482248698798,-68.7072814433811,-12.7483108844425
"sample_213",422.635275663153,-88.0819660113442,270.075171773957,-13.9606225396359,-58.3951941289725,-202.396804806862,89.9704300058019,-101.219715742931,36.3235577490483,32.7798971753746
"sample_217",265.376441651896,-595.315322399012,145.317162537398,-222.216846092255,-88.1578620956537,79.4851026602848,-38.7059253089694,-114.469056655199,-24.9189655777888,-19.6401989318117
"sample_173",154.789699183752,-260.163283475604,-13.3564224503479,197.907609243317,-11.9301406076751,-63.7229474649612,23.0634500634359,-188.290638410499,46.8048619170739,-27.6296355692989
"sample_160",290.273747057039,-648.801360522294,66.9829387279764,-196.475539080885,58.0490157077994,96.9096886887667,-145.676693141011,-169.46240884312,-71.3499732463144,-47.5279801361379
"sample_456",34.1650701962578,-412.926291120613,-134.905995088887,-216.753841977523,118.562641777924,-252.601698173885,43.5156585641091,-34.9324843805211,-30.7894435002684,38.0668813698682
"sample_445",109.535890315652,-55.6608269573926,96.1304508390606,-168.106031910084,85.5876774943304,235.237992559399,161.390816040732,-24.8008672150313,-121.555554652786,-154.909636889635
