"","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A3.3_D3.3_AA1.13_AD1.13_DA0_DD1.13_epoch1651144352","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A10_D0_AA0_AD0_DA0_DD0_epoch1651149628","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A7.5_D2.5_AA0_AD0_DA0_DD0_epoch1651149628","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A5_D5_AA0_AD0_DA0_DD0_epoch1651149628","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A2.5_D7.5_AA0_AD0_DA0_DD0_epoch1651155913","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A0_D10_AA0_AD0_DA0_DD0_epoch1651173856","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A3.3_D3.3_AA3.4_AD0_DA0_DD0_epoch1651183589","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A3.3_D3.3_AA0_AD3.4_DA0_DD0_epoch1651183589","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A3.3_D3.3_AA0_AD0_DA0_DD3.4_epoch1651183589","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A3.3_D3.3_AA1.13_AD1.13_DA0_DD1.13_epoch1651183589"
"sample_337",211.468690025174,-300.381654682499,51.0918607463279,-19.0722593563318,-19.5045195661032,-187.156848839555,-54.1091938311448,72.611073287312,220.07841045538,-27.0884004448235
"sample_571",-116.024396863368,25.7541797093497,-13.6566907987137,-293.265600665467,-109.577898323906,-224.963860196517,114.341847702004,48.2673402737206,102.383729649577,-157.842918651722
"sample_917",-51.1577331108203,-117.282990284016,95.4508035389232,-307.462885707557,1.23366377960932,-119.346505630505,-64.7850463057237,-77.2277836321367,-21.7010036043706,-67.2763043188839
"sample_332",5.88564691595068,-577.014098760385,139.341824686677,-106.063105616266,85.5030962939128,43.4172554089826,141.64740818193,-71.7232628275447,18.3705590821269,61.4317707363039
"sample_275",16.9631947849855,-449.455921917895,60.7372600134007,-179.265059163356,299.778180114823,-14.8858734602423,226.349974315448,-215.514279173151,-74.352333986802,-275.281846418322
"sample_63",126.746970026993,-73.1504104693454,48.6801698528277,-131.233571894785,178.202535252309,-265.251603708706,53.7767190493235,9.69223367154803,-245.530088736063,-78.7412489809022
"sample_327",88.2456903094911,-158.056859728629,-282.46356055518,-114.561685361911,22.2755150886775,-175.90580447647,211.638021390311,-29.3105201107973,-206.437708500717,-130.36033629564
"sample_525",120.191270109812,-577.910974236241,431.944107171692,-364.245705582694,67.8260040270734,-18.076570449514,-9.34935012873858,-88.009572072422,-41.3621444108258,-183.049338589261
"sample_631",158.79401622439,-300.739652124614,8.16985418690906,-433.671708823247,-14.2920257317836,-536.62029392538,-161.274499911074,-141.35103571976,-83.3070645832434,-201.897075079912
"sample_644",221.788247771454,-397.252267189587,-124.393104967756,-288.238857821461,70.9807869407903,-111.095222899664,2.95191894721936,84.422705737453,-99.3994058385234,-137.310643577106
"sample_163",157.755945785928,-350.05206589693,17.9247282562626,-253.051071360622,115.725017851265,55.4223041004067,-65.7705967442152,-65.4187184358885,-45.558976047656,-81.1480687713865
"sample_130",60.7834365282564,-345.511443899363,65.4022694537875,-446.050220629296,-149.582282790472,-100.927505188632,148.738128195057,-103.160401715503,-31.1809546616808,-164.899178037751
"sample_166",62.6853787552858,-321.921627547905,-41.9280635972483,18.083622358992,164.258278539148,-158.118531975001,-46.0617060162535,18.0367340071531,-160.575117858119,-301.713699455443
"sample_394",-64.0103509954037,113.159104822277,293.222983250028,-318.001344320633,-91.7700237983262,94.4812171811999,13.3402577344031,-32.3740311573844,-192.172347081018,18.523445696498
"sample_142",168.749431889743,-281.724580616139,-145.550284584904,-285.4367724906,161.304742483667,-52.8113103781139,45.7701082778387,114.489295124763,-119.92793776124,-88.404659060725
"sample_141",196.751509759315,-503.213823549277,24.2310447996846,-512.464857818981,-83.9498361821537,409.958986896935,233.968130066759,-46.5933852132592,-125.543200457619,-51.6550908955512
"sample_118",299.758728507729,-340.305216661555,-99.5515938346877,-377.30770071609,-117.1801410882,-38.9242017726925,48.047469098337,125.679611844077,-306.324125137395,-140.502114738007
"sample_164",-53.440108876706,-126.336879645024,-39.6739947892487,-137.14355543634,130.381154377141,-27.0121027292958,-154.876384728693,-74.9808213703401,-54.2052419998034,9.89885179535075
"sample_180",60.882808306513,-80.8870454981047,-261.742942009844,-221.560259548787,159.257262960805,-195.971963920633,-252.986912327578,5.57356080668459,-167.192831960277,-92.2878148873821
"sample_184",-44.5548376495762,-249.257533361836,19.6677575497597,-58.788760549681,325.217109042525,89.0812965227609,18.3574273815878,-131.421962048738,-115.257372757273,-187.698817992377
"sample_689",81.5751951662286,-254.718372682699,337.808873960208,-203.295390848991,148.07925475261,-121.245669703487,-100.708973481453,87.6536227016399,-79.5500152953908,-98.5019501638769
"sample_269",5.75270521401097,-59.5524724595875,137.409531992188,34.5786807936825,-25.6048577469664,237.729919267171,138.718229328903,207.72793128823,-121.295883267902,0.478650606519537
"sample_461",202.399977916963,-572.496064339508,-2.72509018924679,-400.651153147126,359.379894719558,33.498660865233,204.867804616567,120.488520177648,140.517446927952,-155.718456535776
"sample_453",281.325592982215,-420.909541168473,-117.299221629841,-182.718530181935,-217.652897563976,-259.13855176467,-22.666354983339,-117.284170813774,-60.814625192384,-43.9328398110499
"sample_455",109.605069449667,91.2560101711082,-239.82849963705,-9.04340152461942,198.130899342553,-75.8068274090706,57.8496849930576,-82.8710051246057,-68.6203988394847,-7.45484188844807
"sample_73",334.431713539233,-214.469153655582,-55.6975609788212,-301.874006908722,90.2688233544196,-440.932910327466,-63.4770594488387,70.8959227976646,-173.452795953162,-66.2868697700403
"sample_240",171.411319720854,-191.194194145636,-232.11643538783,-313.779388500399,273.578834749523,-247.301500351169,3.48155087474383,53.9191528939456,-7.13074228045193,-102.336187173841
"sample_1012",97.6747537399724,-356.879626669931,-246.543575963727,-365.760171679336,35.1625574334293,-187.062806816187,49.5274549104971,-94.6245521515487,47.1379156309682,-135.287984950877
"sample_100",250.18025562267,-45.1685536526593,-16.4607071318973,-444.366517601678,-264.821911387383,-175.847188165014,45.2236581904174,-124.540099248546,-109.909307231897,-51.3400814984698
"sample_112",112.648167055341,-393.97228354607,367.375070209861,-215.860041976341,108.302623977666,-170.112405710921,62.7148081282668,-137.256712097133,-141.512883310576,-150.760978860617
"sample_595",74.8916996288206,-357.236839736423,105.165207837735,23.2835935023957,3.33666656162863,-98.2613455782663,85.1786914691926,81.5590382643104,-167.764939053075,-108.430063225311
"sample_729",58.5880337641849,-560.943695460012,268.854958897225,-452.412053661271,-93.4636671705314,-74.7830401577722,94.5734024950024,73.2627805172229,-49.9063246979446,-46.2965620575382
"sample_372",20.4394641053544,44.7614868402526,-329.739271444513,-68.9928193174742,136.25727341819,79.5265692859276,130.970285162531,-11.566717421372,-37.9930796187541,-77.6328547926283
"sample_535",80.1727004566897,-369.815499965114,312.558289860458,-333.101052926902,205.28159641582,-141.613927834782,-43.6714083809085,96.5073908417795,-120.74209131995,-161.990741318491
"sample_517",154.281556640874,-372.516539748864,102.358993768362,-227.555150328425,161.007419436991,-39.7747699022874,18.8151501940207,386.967591628975,14.6152646313271,-350.696779997034
"sample_294",118.453030547368,-647.095711589272,-180.323607855,-222.169065648462,94.6636439071321,-193.973340507566,3.1113651466674,4.87467312039252,-101.312532079653,-114.745580117259
"sample_309",125.689846373353,-133.116164459004,42.2078743890459,-292.038928406002,188.877920341043,110.788377602499,103.533286386942,1.78048119531503,-211.244996825164,-111.88547808926
"sample_717",-35.1637917655346,-300.533170190482,-152.579420349002,-125.266835952386,-4.48795514153493,-449.201025352389,-117.097367209705,-77.6680008132941,2.39807925300421,-163.70996580951
"sample_543",198.09121754069,-254.451592771833,202.63086729184,-445.389090612842,-73.778753372158,22.130381244308,-100.476041412859,-88.9466518537246,-124.114719703192,0.443543610256393
"sample_250",29.3278689066908,-154.391873979385,-361.821706018351,-168.121005175985,46.6265694097819,-78.5535549692045,66.5096960792488,80.8203806071798,85.7469575047575,-318.97828682822
"sample_176",99.9837038443578,-189.799131649859,-252.832351169049,-319.098858507699,-73.4701985544112,193.461339743033,-152.936989057331,-81.210376475955,-151.28118137856,-55.0458924262464
"sample_168",180.89771167766,-384.580004188689,-127.296614844243,-280.260759313772,120.408460649469,-118.217201539658,104.381194597216,-20.7906230199829,-326.719977107631,-175.534693044877
"sample_493",154.126655308278,-420.454718025708,56.4108564293491,-248.964375272914,-64.8203578688347,-59.4707925467931,-9.33703844380753,31.7526906943675,18.4178881458051,-129.06182816478
"sample_454",37.2914525085449,-345.27432991493,101.619824204527,-37.2088728293128,-1.25221248013074,-288.791935037785,-66.3664037393565,-10.5445595961701,21.368054906981,-148.146112190365
"sample_103",72.3774202494919,-338.426535926007,188.754358825814,-511.614249537684,7.05185793406642,40.3658317547644,-179.454971885774,121.662548622581,-6.81545671489789,-127.602371742364
"sample_594",12.6849345417668,-600.350476320413,-103.503053387089,1.79060338809462,235.738651615088,232.482829156578,-178.020235707692,-211.655624311579,-9.5106125351488,-287.510904168458
"sample_547",235.251556007447,-683.760654503577,162.221833252458,-40.1507016905494,53.2972440676571,-113.571808590384,52.3683646739267,45.5128790866107,-0.557999244935306,-117.394284185764
"sample_540",299.936050660984,-667.105583107671,-1.94566127399263,-33.4838370186093,141.519597397527,-102.872058551389,217.133146745697,214.33772456369,-52.6520279711191,-177.519506468462
"sample_572",70.4411562597461,-535.441443922159,163.181907705985,-212.779786686857,194.726571012586,4.50415867938587,-44.8811626392739,208.909417687346,177.657824741164,77.0001287531167
"sample_599",-256.932706507266,-344.024401508204,-153.17106025376,-467.265373394367,123.95825707487,-31.2822020925591,-10.080956860241,3.22835800963743,-243.715918237393,-253.540378688476
"sample_515",21.3643538449401,-436.457910126236,14.7083407172705,-185.042059227311,170.75336795298,25.3530232821709,47.1840963329027,111.567529876259,-195.252692592498,-187.052750776966
"sample_22",118.004978496781,-352.190779892212,25.0388708910487,-300.416505368365,-41.7519965054476,195.335247427198,0.021120750257495,90.085786496042,18.431514727661,60.3503577174269
"sample_780",-21.244311384086,-369.366111956734,-324.216365515992,-253.564137918216,57.305493242059,227.266501794541,-159.247901219539,51.3111139256277,-199.038987699373,-115.463448830271
"sample_66",54.5189520797101,-351.881123942168,-242.313258179589,-346.372097031346,40.8608215548692,-373.706760889417,92.6280085101955,64.5501685633077,-71.022789612185,-44.2984753760738
"sample_76",203.042553968703,-666.521544608573,-157.409520767126,-347.327228246863,224.35710605008,-125.118641217845,-122.723007198151,-147.694788746816,-182.656650866375,-89.4069204261553
"sample_788",48.9538408839959,-206.427093595864,121.997433908418,-385.253254478525,-156.360702182309,-574.448062726626,124.056652570146,81.2649764367863,-51.5749359877018,-43.9729404234822
"sample_249",2.14182710718349,-579.55026325078,-95.6715029663164,-254.415136402793,254.381681279239,-328.595724376135,6.52519318755487,100.582042563433,354.837842745987,-29.3464443380602
"sample_962",143.769561561811,-393.062402222535,72.0767190634506,-362.944886001388,120.939527992555,-135.074134850456,152.093619984317,114.918887246612,-207.685885508436,-71.4583711944239
"sample_1031",202.04934799444,-125.191025103417,-179.971548134746,-174.404315678291,201.702922835276,122.487246834902,125.215342977525,-51.2433247599225,-165.644035893004,-85.2421562724333
"sample_871",6.40022334798421,3.55929915650401,24.6633393816489,-270.320709185105,129.662024014981,336.816156788887,45.4214382109503,90.8035615669342,96.6836604842384,-21.844131356591
"sample_955",6.48968124617443,378.789842304086,-324.636473566804,-564.863839380757,198.978746999107,-126.765632468872,230.32407074328,160.400529594791,-144.44885165448,-53.0806650969528
"sample_552",126.825234857903,57.4947381993725,-66.6746941567379,-294.905529096232,-49.9210754525667,-94.4066717221719,104.086501626486,159.46520350094,-146.577854169271,-190.055958072444
"sample_903",93.6337069876581,-32.0839869334413,-624.360761536019,-180.535221112288,114.670941201257,12.2154378483072,-148.533797616898,90.0998174144055,7.10285846639448,-226.878893203731
"sample_667",148.656076212914,-364.043135654856,-206.963233468089,-262.354333210564,180.272578336469,58.2386327524562,-15.9573668125651,119.695114647319,-0.372149893575731,-290.6412486667
"sample_772",77.1887328427893,-268.535601501759,179.895668863232,-50.8426692919545,188.129785063147,-141.137760490828,-59.013906281699,20.2030628606915,-186.310274359827,-71.8190427786582
"sample_754",58.7562293904054,-109.177473447393,68.8877404686508,-243.32982507841,68.9490249075493,124.177857423847,-26.9018820020976,48.2090262014105,5.92106520385541,-156.773633012188
"sample_1006",-22.0909515837563,6.93224352590123,-243.110920394356,-272.5889358439,119.604314554693,31.0780367734847,87.3304955663178,-34.7887820920544,-63.4598135264895,-76.6344864937125
"sample_690",150.183854518173,-215.807648602303,3.51936146579195,-327.133213677228,-23.6891219734792,79.9420446277117,-18.2311206203043,-112.074054726065,-17.9758489529003,-240.239290644514
"sample_726",116.53755226171,-205.350182892063,-146.140173919209,-189.264862240058,126.427786034789,65.246689316149,54.0894695312125,-18.4715141946883,-149.667735718793,-150.444566262005
"sample_705",271.349579971769,-479.27682642968,325.803999900358,-61.4466263624841,41.2087059975822,111.396076251536,85.3568117488823,-23.4977097939196,-98.358692380383,-15.7730858086806
"sample_504",122.590825386841,-220.323898697082,117.052140055822,-249.214825121666,218.509601844439,-164.760231493159,29.8124557680138,182.853335492333,-89.23703674198,-125.128708744973
"sample_616",-7.92107298659018,-546.173826924471,-334.300773705194,-232.664300198296,-7.50111687833979,-225.229652719808,-131.344667307767,36.1364665585216,-0.866883490772274,-129.464654676119
"sample_748",246.661541730151,-440.075167786554,-325.372960495414,-283.738129447364,364.578512900748,100.994025579706,131.144064615745,-85.5995430494986,-181.569304525244,-50.3537256563766
"sample_388",121.951076783001,2.0896163194393,447.046938661284,-221.009569451336,-24.0638809845596,14.9824320034009,96.9814872383156,-8.25010720574278,13.8035121097917,-2.26155314180587
"sample_102",84.6055634629658,-266.415247746948,215.087088680046,-178.47527307213,-336.473040489956,-6.82292186621014,243.740504734027,62.7901132471529,-29.4149789849106,-55.0994443572912
"sample_403",143.450781109961,-456.063671309382,209.470002958372,-259.80201225082,-128.338005450092,-23.9707851882133,82.7995362829504,-50.199010722794,-94.2386193246287,-130.82077336296
"sample_183",52.0920817025251,-62.1761981529578,207.374453662291,-464.563210973558,80.9847497855689,-165.595679181893,-42.7836451194792,115.525479714159,152.979181380737,-291.101922517595
"sample_181",41.1046536887599,-195.960283907163,246.429866636233,-297.170381458608,44.6933411228558,203.183807407803,-3.42893072771615,83.0033073865818,-27.7383033948383,-121.524019453834
"sample_451",183.885466014563,125.230029058281,-263.015583171066,19.1075933720762,241.323145646952,328.364457450758,-60.4220560856516,123.112875996143,-90.0034205214025,-95.4524421262088
"sample_425",143.424037913116,-67.2495203891383,-130.623376439696,116.3370884423,-92.5504245139423,-124.786880044352,-33.5234616365419,53.5038957624643,76.1073430577122,-39.4286254460058
"sample_527",186.338965641424,129.295410803222,-112.338444988462,-120.037241917899,54.1170845777905,-68.7352322529302,-65.7608993345647,35.5842995681924,-123.196738565399,-220.01119658214
"sample_509",205.530219428341,79.5090436757596,154.43372953319,-133.33594987301,-4.68994978855261,124.021067235319,43.7640612687831,-126.909920132291,-71.9467578886055,-27.9528184780215
"sample_77",236.320948501398,-27.5146469980713,-141.125169971875,-148.14727917642,-9.20473750713001,-175.854390883322,-61.7411372974598,-104.941529492419,68.2081489462316,-81.2277709298135
"sample_307",95.6453952962673,97.9360367149051,-153.327018475331,-223.981505907562,-166.648207888187,-162.796933438608,-78.9522445232259,7.99928569741952,-56.3384414579675,-212.755706960915
"sample_618",122.967329723201,-392.562576919045,12.2547952545914,-295.897974835826,-30.3655150995316,272.083108326651,-86.1576887692673,-12.411070276394,-19.3994255198913,-83.1305724202565
"sample_829",124.261792430809,-143.449869516375,-321.307937750945,-511.593409506869,-30.9635176246505,-172.238147454528,86.4553528496892,7.43208083933673,-54.0756748163186,79.5102167591909
"sample_1009",42.9359835729018,-542.81092340599,-16.7164556619458,-202.084680358226,264.82629344993,100.82068282611,85.2097897066587,-49.6815170637543,42.2950963378031,-127.697794899612
"sample_952",25.7252372870237,-200.810362331666,-99.196917901691,-85.4724168837986,-138.401767416398,152.332690776399,98.4473561569173,79.6626533881732,-37.5571878052152,-100.336305841394
"sample_860",326.622304331204,-95.8281260734116,44.3559109150065,-104.291404263718,219.277417598394,62.805743299967,-161.334765704913,-16.8589319233745,-60.1485184369371,-202.38655302581
"sample_32",211.407215270728,-248.495331617949,-37.8010619473292,-332.804315901274,-192.354334722439,250.548896486605,-105.651455063269,-252.88227014448,-100.611733989452,-7.09298688618975
"sample_167",217.678505234006,-238.112829418595,-319.543117195129,-195.268720769117,191.047317132222,-144.714173743735,-241.02332291844,-15.5237196538522,-124.515870639967,-74.7915411848211
"sample_145",66.4368622385938,-97.4316994888349,-196.845151205496,-28.3359645135286,159.043535499365,200.307023893727,-6.65113966421197,-6.86044045205864,11.1996423036687,-110.25756572483
"sample_132",-64.0768705150328,-418.693584045109,130.055395951774,-401.785848633859,-53.6645488200506,301.576018759072,-134.834271486258,35.1140983866816,-28.858758858106,-143.851586755462
"sample_338",-6.57313606823135,96.194529341285,-97.3059908735157,-164.690486469069,305.94895867287,176.200781113504,297.525357093875,59.08676134463,-59.3498171030307,-145.890970177491
"sample_99",318.961729992545,-284.311766639288,-62.3976240593958,-278.390529174344,-36.1229687244564,-54.3792928071341,105.086549471894,38.9341718480693,-182.71399576485,-85.6935602605697
"sample_105",157.598774931167,-377.464753298684,138.762390590243,-234.421990376323,-82.270423258215,-269.516024023054,56.7755900699359,-8.39073745089718,-32.7616926902479,-84.8197955873175
"sample_789",265.524376771926,-264.81794475481,-49.0192843193492,-138.372352573394,108.222498552185,191.710709184469,-38.3606632745213,48.4686247807601,-65.1287277652934,-188.165894400468
"sample_583",208.024730638181,-199.727493883092,-184.328324441372,-290.892425946533,-59.5691454492387,-125.472276419565,-80.9706143809947,74.9875545718422,-110.176272122064,-113.459148517476
"sample_649",41.9032818773029,292.721510658912,-35.7044883448062,-131.302468539366,-180.545478691096,455.561366506229,42.8264010553792,58.0480152055249,66.4438694431327,-57.5963812074237
"sample_569",-25.43532010333,-464.272015041003,-58.3901381341949,-148.482776838853,-293.15786282542,234.626618766795,-139.027624307777,-47.8420989375425,-147.145366757138,-69.7376874685809
"sample_614",20.2349735222383,-611.274057784907,-162.637028854709,-425.909090969679,148.139285558667,28.4232060803507,12.562737514073,80.1729350390762,-66.4921549135036,-156.795207842272
"sample_395",57.076930038362,92.5148351353763,312.250073009825,-381.789617883045,214.595703622762,25.5867983331035,-152.431452322671,18.1992543896734,-264.993905750153,-37.5772100282284
"sample_174",47.4293491932989,-357.099203587506,256.533867152549,-420.332776939867,216.56306519789,146.634031574816,119.768671440832,-103.501611447945,-186.153839014237,-179.132192325968
"sample_832",88.0367599250181,-339.305209509781,83.8724350665742,-128.225610152431,114.124051645837,-432.645472834144,-92.8829689583474,-32.6125318679133,-21.0826705703118,-10.9953165585615
"sample_819",10.5170503118363,-243.737435756991,-190.350147122785,-218.616640394263,118.837758613581,-73.2938461063656,201.175039976512,-112.287237367001,-149.030250613506,-219.384732060263
"sample_187",73.8776533112831,41.4419059830004,-1.52686782436867,-370.982378204933,43.7513355723523,63.3431975394906,-33.0513437660261,89.238597671967,-87.0999369988099,-269.368155689915
"sample_714",167.36547773618,-80.3834378135968,-177.186287783434,-158.726762975436,172.689055280414,-33.2885679295524,-3.83673949908844,-162.941103761113,40.4300214629971,-112.041700344452
"sample_171",-14.8557367122497,-407.365522047814,203.344059685411,-442.211300022928,214.698116425027,-79.4917948483593,27.9482824213642,-35.3618534980798,53.7705157520078,-142.909881457906
"sample_170",60.9261020446448,-465.468754410273,-157.734371230614,-271.904230482604,-52.7509538239163,-117.821892309215,-183.518821560059,16.3512143777714,34.313639179604,-118.554836810772
"sample_257",146.883182783725,-134.541506247355,109.709992339637,-159.670498739124,-68.3992871427778,-148.392386231358,-140.692026261602,70.4310558238279,106.542651805775,-53.6169864196123
"sample_60",40.5910972047547,-296.099911652043,-7.08477298832618,-93.8687398758907,128.986406429519,44.1725469716583,-39.2113886835734,-201.473281384164,-117.465493947348,70.0175484372657
"sample_609",263.881053815474,-130.568667146611,187.924488024236,-95.8604014485997,-33.7573584657045,-54.4069438879985,158.500543143725,19.2787153354704,-21.6082105273804,-159.314779054997
"sample_881",61.3328185493615,-125.040924723944,-329.461118085359,-204.934406441561,276.638098802771,103.922736815033,-141.471389354596,-26.3487314285542,6.74850492707586,-145.660228970537
"sample_735",12.6224383027273,-230.537606983152,77.5599367721272,-36.4908434456352,-252.985850966753,48.939464343321,87.2621433403515,276.006142043851,-192.021167733693,-160.656663014174
"sample_805",91.168716579515,-780.667867313961,-249.952271588782,-227.946810051351,160.400558485819,-355.356590713991,29.0603636393527,187.678921114977,-134.594156378676,-180.219393089963
"sample_990",113.851733534022,-171.780274154824,-270.38989233366,60.7184903914474,-78.6034202817887,-35.2133996447341,-106.224163026238,0.406348207191698,-97.4693619054141,-77.6635960616172
"sample_274",103.179823072797,-203.99956756858,-111.083001776015,-231.206975916136,127.987068414597,-17.1400121991483,-162.360202938823,-3.56456630133905,-65.6147293578677,-213.466748368435
"sample_172",50.751807549511,-237.99848008744,26.0035847937337,-90.6896964010706,106.98364700687,56.5061440062365,61.018516251767,-80.4406837208608,-95.5481716244228,-137.149212323515
"sample_607",26.726999017743,-302.572096719221,-7.81115496063781,-159.838912523571,189.128225312396,20.2533377760392,260.231183338695,178.663333863682,-91.9558511198903,11.1244943265245
"sample_152",11.8759001651714,-586.676561139782,-157.342124051202,-212.722614724517,81.9287574647619,-125.417815963903,-50.7995450404869,264.910901800739,10.6734001475979,-86.9380178379346
"sample_598",16.873086943915,-211.772700272583,-41.6827623498096,-225.31805992281,-61.794999062077,-258.090686554366,44.3626743412301,-47.0358174581994,-61.6201657540089,-140.692152725457
"sample_946",275.749684485711,235.130279876823,-122.365883137153,-166.08871240424,176.399022439328,10.8439866128335,15.4649159171526,-12.2449652387422,-53.8086147729074,-77.0038311996833
"sample_975",-59.7307249141753,12.8203980194492,-491.977875446566,-333.283155133279,137.798611523656,-290.219534519729,97.4810024352905,-26.4172135778338,-119.047679569398,-293.03468297372
"sample_1005",-94.3936208201327,131.449849725231,-271.762211188247,-92.0412245190612,140.250440301658,-151.850814737601,213.739734492776,78.2619062794436,114.386171219791,-16.3045555906165
"sample_74",156.893009012007,-511.258821690822,114.742815232617,-345.493786302703,187.606160843703,-300.018010714711,-124.784206185035,-9.31392819808237,-34.0445136351013,-114.050680355597
"sample_942",94.1209630270008,-193.245744834832,-37.7825590490468,-305.529436304538,-19.2666395267114,205.040998673328,190.715692254981,93.8419830621946,-30.499851345211,-159.129888701022
"sample_710",72.6611004308653,-342.997793326201,-166.984762505682,-78.342947328039,-74.7543120461273,293.215652317631,48.0785590506067,157.978455390514,-81.805507023872,-109.177232286221
"sample_651",56.0818022108778,-195.989281261414,-58.2905311579917,-70.5677052453281,26.5704483582135,163.470533659987,-200.834781586319,140.066069284284,111.373493012768,-84.3786725620388
"sample_481",75.4352381704007,-198.983417249014,154.581413700116,124.041759019458,9.68874740906511,-243.647824180981,39.0303584809121,74.7879004453025,196.406096078903,-95.9902603264586
"sample_72",-24.2477423916171,157.185106121462,-118.884671123064,-211.427986242426,7.36297112685548,-27.5768861259502,-63.4016632168997,-220.574775881186,33.8457981879539,28.1437008479044
"sample_325",94.5579014238062,-472.351177353527,95.592194136263,-296.473058484279,77.612194161786,-140.224748636302,29.6826679336122,147.055592647328,-30.647781970687,-215.913096930937
"sample_44",-35.0593304389118,-331.438040226286,-110.732027410151,-211.3423621383,-125.313153938418,130.290781849145,-46.0827821832993,154.654676984585,41.0873270967785,-156.778369694228
"sample_208",-79.0156708185472,-159.956434844994,85.6840300317571,25.1378117889705,215.299133002647,229.526441812134,-239.126282218826,-94.1973851648471,-91.6594456801056,-88.7477674500329
"sample_379",65.4796851545137,-443.823865005969,-261.721391503694,-51.564361320456,82.3442366214595,-186.186711401732,14.1176265665855,-150.882361250413,-18.2037096604912,-180.821500202807
"sample_951",200.547218834925,-826.565355846011,-238.098848664298,-454.847792875469,-69.6075178393007,163.508683355539,1.23195605809057,-6.78894205488798,-150.993978452571,-282.313213088249
"sample_18",72.3967456135624,-525.559570137515,-173.856687669357,-308.568289760352,-75.271023903673,-86.5069244980521,-114.251390054653,4.76252702318646,-19.0254970107511,58.6586440561334
"sample_530",112.592925061003,-349.165925666291,-40.6258806989869,-423.8858292656,-40.9430872726624,99.406761253864,-57.3962695411725,-17.9493650545538,-63.7064168864435,17.8099379578028
"sample_255",157.236033965265,91.5375034625419,-169.716393041594,-414.696636267243,99.2590573006197,-52.7884844949853,20.0349010046318,94.0982091019556,107.656758888761,-105.286778583349
"sample_258",126.443709711911,-425.145556817632,-111.444249693625,-267.771750909322,-91.4021996194096,-133.45187439178,23.8993965309502,37.8243643471514,149.97285503707,-63.8930978306913
"sample_283",248.087670129426,-104.046119804428,49.6842642074127,-162.183524778856,62.9088906488407,116.15108590117,-59.2624789833301,-51.984331903185,16.7222730610744,-193.602513673323
"sample_384",180.767758852526,-610.09444523074,-42.1350293635479,-257.455886523966,-40.6842426941294,-60.8772552214512,182.192933826175,-0.0293419320282595,-160.163027944637,-12.3296503793219
"sample_26",326.392358091048,170.920752234509,-81.2519571788994,-399.668693309926,35.833114846461,-361.366320952073,-130.412675347298,108.515514830574,8.27275297943595,-41.0833275534942
"sample_762",103.899772283751,-273.818004052548,-376.136776805858,-90.692252205775,137.865624488483,-58.4375327261819,-37.4258562623827,-11.768292464581,-5.30513085736624,44.0094585888744
"sample_551",161.353496485277,29.6131989266661,131.3275346199,7.35241179455542,-227.899377939956,86.1853150037773,-54.1729773051334,43.4730266789128,-155.0690867568,-113.99400702337
"sample_52",274.003203116478,-179.236790927221,160.442826627067,-486.526408492114,184.01838215813,-355.804932067885,20.5755776887853,128.661572677205,-187.528862469542,-92.3125990476068
"sample_420",-2.08974906170175,-408.877527108162,0.242484447843559,-85.1397728485258,-249.488170115521,-50.7534750348501,52.1831782024922,-39.0650685580312,84.139074592036,-79.0236635969762
"sample_48",94.6519061347747,131.704878128282,204.198899375274,-239.078135284662,84.79866804267,-160.686396806835,-92.6278103779796,-249.374734103609,-88.189768948967,-225.260920448463
"sample_578",262.502912968981,-506.146298916308,-201.38742958291,-371.946095544147,161.279530286345,-59.9920407564054,114.105398631098,-44.5338556216523,137.043144599292,-65.4612843675746
"sample_109",101.017326430565,-174.042607773393,-78.417712036725,-531.129271130002,128.686007292084,-420.709939802127,-163.26788430623,-114.165826943757,-34.8093357002987,-83.1419110235498
"sample_310",39.7704727050789,-65.5054573193522,2.29263423722244,-276.945507260542,163.747488361343,-350.1613537313,-105.782513766656,147.145332275378,77.5110364509306,-282.532736266504
"sample_326",-64.0996464318007,-66.6909716247359,90.8478025525032,-212.404013005392,121.740546499236,157.98665144334,-157.369605174118,112.382540001076,58.3913715629384,-168.483119013701
"sample_301",44.5159289599591,-258.866400149067,22.3617973576041,-382.00774093883,11.3029921385315,-397.85710449246,-153.194990061647,-74.0948673774983,64.6693506628641,-408.014173142107
"sample_331",74.7463725763872,-460.404524100249,-154.47550227901,-434.271350406122,-42.1991306072905,-219.637236168482,-116.475315170157,-168.231653444131,50.0782666602274,-121.866102131811
"sample_511",21.2540737571135,-312.334423579875,70.2286000846827,36.2325874193308,-132.160065113154,-141.585590747929,140.045848715581,43.1274765721097,34.6120816283199,-205.115268938256
"sample_175",188.703270352835,-370.702835257547,101.88171227694,-0.770879211312078,173.889267475205,159.453165036175,-69.9256311240929,-24.889918735088,32.0406287496862,55.2812446818559
