"","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A100_D0_AA0_AD0_DA0_DD0_epoch1649239502","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A75_D25_AA0_AD0_DA0_DD0_epoch1649239502","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A50_D50_AA0_AD0_DA0_DD0_epoch1649240345","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A25_D75_AA0_AD0_DA0_DD0_epoch1649240345","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A0_D100_AA0_AD0_DA0_DD0_epoch1649240989","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A33_D33_AA34_AD0_DA0_DD0_epoch1649241541","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A33_D33_AA0_AD34_DA0_DD0_epoch1649241541","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A33_D33_AA0_AD0_DA34_DD0_epoch1649242513","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A33_D33_AA0_AD0_DA0_DD34_epoch1649242513","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A33_D33_AA8.5_AD8.5_DA8.5_DD8.5_epoch1649246514"
"sample_715",-5307.79530684798,551.518985221333,233.839757003722,402.801198732505,-2208.27812649638,728.777646711809,-297.282531051463,2810.75111743935,-1429.6307588414,821.195934092618
"sample_475",-4144.6738057887,393.414851733827,1698.31987632889,26.6925879027042,-212.070902289343,-377.159195744272,913.850300630123,-316.441418959878,51.9458235584021,576.921071334299
"sample_964",-223.894385673191,996.719435959654,1608.09106254396,1572.44766123129,-676.206779245322,-313.082579411104,679.304120938808,2661.65243196349,587.876264751678,1928.65797991621
"sample_855",3521.68635620374,1853.42764119035,-118.059931368775,-1284.00640375942,2747.98781539403,3334.21221321061,1581.18226843218,1193.66237108592,434.171005585004,2100.32116010958
"sample_998",-2566.44087678177,542.745153844392,-3551.78928756951,1297.57293009662,364.64488473389,-239.927484328186,480.885861479122,-260.615434098001,1275.26905454741,1639.32525714388
"sample_920",1035.89762337533,-105.013284431075,908.976830842102,1387.71045363299,-1828.17230769207,1783.68804664238,143.013642242411,-0.641391542580038,-1882.63251455601,2392.77634187245
"sample_764",-680.522201259824,-782.112295023119,-52.6841305198398,-1798.48330753563,-56.2559086165188,968.10097437227,-67.5539483007486,684.600534182079,-437.569548127943,925.173856930811
"sample_765",-565.252445588078,-2452.25945616083,28.0154712515318,-2428.53692142999,-303.528006627888,40.9429550494946,-866.064979183569,1319.5792404122,-470.425543443111,103.055972739467
"sample_478",-979.581649427392,1880.34415376803,2977.07284807948,-280.880928124651,695.40617676618,3416.03846717493,-550.316652732677,-812.187610492141,-288.286331094566,344.238805023052
"sample_744",-2002.77216416985,3873.52303437913,1386.96473764583,2782.36159445861,-610.067801836763,1058.60129856799,-949.326616547463,-1114.36502880183,1246.04783949649,1741.79427288492
"sample_11",2826.64667363034,1563.6365072871,773.754604541998,995.451542153082,3440.34260597053,768.467230785967,-857.939914913169,1066.26786685166,51.1502143467812,739.375611323003
"sample_13",-745.372027382307,-910.595007493444,2774.41739106042,-227.018332349296,1315.56108274671,2171.41009160691,225.845041661193,1414.53573486259,-1390.98341060161,2602.25297674183
"sample_10",712.99771772115,1380.34297406647,1033.87280403182,-90.3168258602128,278.299435607201,750.593462509522,688.334850093134,-180.945490132511,-472.728960680316,1929.78414273452
"sample_12",2398.45670063122,2811.17148177862,2250.93421273443,221.842767587697,977.402322229502,469.885176114103,-1796.61197725557,1045.87772042544,-243.592322349169,329.373545447219
"sample_589",1310.58421891284,532.007072068933,-1779.08301780649,-1704.53663653616,-835.152741622441,1384.21281184895,-62.7555348187208,1759.47363374588,-378.729090875067,2026.56766478319
"sample_21",-468.399420124885,379.330928629432,2510.71163864983,-3258.17166465253,-813.723997783325,1331.49854570268,807.521208099311,176.742884659449,142.456638618518,75.9257101630718
"sample_203",1462.64965431481,455.425745591478,1921.88576395353,-87.3196245961656,1711.71987583749,1759.51798687133,-976.794607018978,-1670.08238248157,1156.15906393676,1754.47478013388
"sample_225",1040.49800072644,2008.39537250234,-369.417904550931,1186.38206582629,-142.372726220464,1034.26807364061,-1458.64453630271,905.270499738795,-854.382352901099,911.561430347868
"sample_20",2780.87031832057,511.434770729134,-5.47587282633606,-320.024044007173,-3089.19597556298,1822.06126252664,1397.139040688,-169.494166894307,-1522.75012432927,421.785148532548
"sample_19",2194.66073823714,-661.060245266915,1399.04248273975,1461.79495132152,-3389.75814488971,135.659944950551,764.008764718702,-495.811802590529,-1390.69397102426,1312.07713473263
"sample_1022",-1594.50781732871,15.4628922549557,2006.91101663476,178.369746088356,325.835107219229,-553.552106637725,675.168932697096,2766.15040812829,-244.986652550378,-32.6194262420172
"sample_986",1771.32405321529,-865.05945382904,879.288936741035,1714.5262132743,-352.283990552042,265.382610980444,-1069.8366753642,2540.39999238109,-443.524624100599,796.280831352094
"sample_647",-1406.40038186586,656.192067122896,2198.65349338476,-512.003298908001,-209.487858166038,1048.36387477473,508.057359177602,700.555912305312,-451.373736848289,811.649596119105
"sample_994",1827.58659466559,542.777825962658,912.437065949595,1247.82951011279,2545.06457735238,414.204004097744,-508.418722299411,-529.399489148399,-318.401588728543,1384.82475771499
"sample_1030",-2288.98413704018,-1318.71213786042,400.91342396062,891.44468457733,648.665153134536,2266.22984724483,-552.177895958396,2311.6971119512,-1835.6651727752,1098.87315122992
"sample_657",664.40871437611,-172.222371311263,259.012071559908,-934.03685187532,892.817607072226,1217.80423143164,568.67623052342,-48.87860347874,206.161098272945,-376.641134634134
"sample_627",-261.65233903884,1992.0747888356,-166.51478864353,-1132.93055773196,-1779.09447194696,2425.49775344005,-1838.58345272753,1998.42547119053,-1019.22975038248,1728.10712816869
"sample_859",-1606.646812321,2973.42218795324,2476.74553859943,335.613192001783,1959.15940754414,651.335014727574,-161.306747717252,1164.64475589182,1863.96086468976,2363.16737031804
"sample_863",-1278.68792524558,-1169.76975543023,1027.70128505678,1107.62173738853,-1315.45011846288,968.478475318958,-978.252823077404,1300.57857050491,-82.9869553758446,1159.83163547488
"sample_905",409.679106288405,1925.88320580487,-864.719306351914,1534.5979693825,1332.72951982207,655.618801320016,555.108790308204,1528.60808939286,1495.08947423947,868.747927337057
"sample_884",44.953737732298,-1127.79160035041,582.00950483593,4082.51398622945,-1698.04055538908,486.702205037102,1114.05687539025,738.115742460239,-1010.44605706016,235.489649824709
"sample_902",-185.081304533561,-287.755424341737,69.7232865558549,1439.93605105845,827.877655383196,509.279178652872,125.60318888457,895.302544176941,-2097.37375057369,894.27296397442
"sample_927",796.973839322285,-672.080886461826,-98.7059960728545,1828.7880556037,3140.56667792332,2412.19780185952,-581.228221876767,1805.61391421612,-242.050278160468,1027.70488355199
"sample_3",409.430400024175,-3190.95473671638,58.8298295065939,838.804380223623,-4377.58187014433,932.129592963214,-2693.94049550923,-10.7694771503574,-2218.72702363383,262.270842596705
"sample_316",5036.40422579751,724.155617141745,38.3591877175321,2692.24000064662,-1067.7121932651,1477.21592456699,-719.180069606713,470.03425028233,-425.278440385496,1605.29066829918
"sample_320",5356.16557762703,-138.927000279047,-17.163646372157,2210.84685422008,1961.14396598603,598.715307529906,-452.497786683616,673.218545912582,-33.083774689317,1525.68696211281
"sample_129",1718.49081883414,132.645074044588,1865.51970773372,3478.84054422648,336.42130210234,-1811.74165034918,-1850.25943359606,1672.7396363163,-508.857706757012,940.518009920558
"sample_775",1456.64655440278,-2832.7131101273,1511.75076852183,2004.35705795631,3989.3969054542,-1388.74681449953,930.784775962022,499.799168820441,-683.295751357018,575.21475588005
"sample_776",3671.63757872473,-600.341564173567,1273.46423153181,1608.41597093482,2861.80246829954,-886.116780736859,-857.193856186976,-965.27888681491,500.684405935616,2009.0382628705
"sample_755",1215.10889420296,-119.810744497513,144.977704756682,-924.15224014293,-741.63471510401,1425.33084698307,-511.535962871721,925.816062229103,-737.032819172955,1746.02990045326
"sample_1003",-405.137214681924,934.231970126443,216.535561525091,-2441.97304185842,-546.614067905319,-110.124526572215,1802.13423447311,1749.72852174111,826.855893300671,1511.01021205145
"sample_697",3608.40679795116,1291.43663113712,-821.081050302459,23.1476302966672,-1773.36710531079,1565.24680869632,-792.727447813015,624.259120733285,88.3490471471158,520.064466632993
"sample_419",3220.60312497032,1969.19787906622,2101.99135364297,767.19103686489,-1652.42641766837,1733.7010474613,-536.496387470446,-280.11317357819,462.759011449044,2422.6598072698
"sample_136",4303.73264528914,3276.26467513837,2034.89596826846,1300.88985252294,605.507270356987,-66.3806082400394,33.8081680046354,-1681.13307506547,-440.523094626553,474.505861494867
"sample_684",1607.73741669088,4753.02248156487,1184.16829178826,-1409.17064408161,3562.8342569378,1967.67899371581,-2115.26895445829,593.570207035809,-835.709755582158,63.1609591242511
"sample_357",1176.9861808047,2195.95755501452,588.766635316416,-562.185055244389,3352.6840297825,-376.930528321067,-623.236335452458,1784.04289634879,1157.11894436527,-384.002152382281
"sample_111",510.557535667612,-195.816595677021,1198.11302992748,1602.12900759418,2524.67629650049,1392.51973659496,-71.9442638496793,45.3575040932759,869.1745142564,1968.34299683328
"sample_88",-250.144481753008,-3462.98009635569,1373.14483966409,5148.31773378401,1948.75342784226,1989.34552653128,-576.040531233999,-172.990652558405,-470.032182565537,-735.965244347616
"sample_834",3954.31990286358,458.445346942531,1770.40350000654,3358.60249610055,-2475.72863910878,1005.08338683041,-570.131316016064,2663.9933910504,992.364930757089,-213.910443188701
"sample_666",1128.88560434635,-229.220776905011,1461.74164552157,2865.50752000177,3777.12233743893,244.689293025283,-450.928731174078,2080.27804685946,2300.58884161463,1031.87683011858
"sample_907",-119.077350797308,-665.453306378143,3914.80761293577,-1299.10581973454,2494.79512773636,856.371612028151,516.346510094487,64.9989428255949,-333.440886158457,798.314016169842
"sample_895",-2734.49725983848,-1397.94823226528,719.36661219398,1608.90162807188,-3691.90800740691,2044.54950571793,1139.34326521968,1715.55902272166,666.686882676994,1666.17619350296
"sample_760",-2376.76911337843,-1130.10819725617,1625.3502766788,1234.44510193885,460.964881587594,1417.03475228035,355.701298986589,1079.97376784878,951.234464683756,1968.5371303635
"sample_981",-1282.39448626848,559.528880321821,2102.80014470046,-2181.21389434813,2508.77824154314,1309.07006724703,863.643012614951,1786.3046035944,370.829374707538,255.4196572583
"sample_767",-269.58054340019,786.669158264941,160.416385271973,4020.62705756183,-2361.20045843343,163.290365058294,1169.06898414002,-189.348071265729,336.731814402266,873.232644511674
"sample_669",-2317.05862040518,239.066161050654,393.33150739947,1473.13780100823,-732.599996317035,1781.13203297465,1587.48013230533,2143.57725571645,-1100.91709414671,-331.235529494098
"sample_769",-425.31290476133,-3008.29455233398,2427.36347317414,-70.908674735349,519.198623522554,384.081571781583,1582.77226096168,1258.36150213217,-939.462616834963,719.002549304326
"sample_898",-1275.9462060155,-593.735404789804,4003.11402922249,-1227.32285702442,1537.53141413103,499.665730353117,994.707811625988,166.202949481821,-69.7433515078203,275.014946942522
"sample_732",691.758967356509,-480.060401164763,1535.28548161712,-647.574733751754,1312.08257301175,1491.5860569537,111.030582004534,1385.87826292539,-1241.07750802111,1267.91674778698
"sample_966",5659.92540128158,-1337.02938184269,1622.24464702914,783.922281304311,2348.47357088653,766.564046781116,-708.163085050177,674.848862619131,2492.14290907614,2257.42475470164
"sample_154",3844.51261484481,-1119.65413160916,4211.37355586136,-373.537055497581,701.583695695464,235.579801313354,1005.632425142,1402.82857351201,251.492658379768,2002.47239302296
"sample_635",-1686.12741001377,1487.00907229743,574.909807112797,79.9040378383609,1098.7040271866,-81.020637250941,-837.182275008023,339.619674371126,-802.755247270984,1168.69199418332
"sample_728",2856.40314726491,1062.38067313878,1593.8936091335,-929.899231722737,2966.52030370101,432.032750753882,-248.372694734901,1160.79637716187,793.165190220899,166.338033100354
"sample_872",-1609.87381890914,-632.550757948861,1007.40368186667,1143.91752478253,-664.844857631015,2176.16463986897,261.157271473225,457.893228193232,-977.318343892284,1673.2281074127
"sample_906",967.993992519134,-990.633640302711,892.81938126708,-502.859610046658,-801.372615455835,2032.63651717162,1755.83465985027,574.099895828047,-2176.77661913584,1258.27465785549
"sample_861",1709.75197605625,-1702.87642959919,1164.71501301845,1687.97231537954,-124.435050681298,-76.2620394677297,243.494365881375,545.729495637818,289.20758928069,770.640526946179
"sample_987",1237.76755395592,-3843.86835806126,829.272804685339,556.634715040056,-540.886413551835,785.931267890558,-1704.83290521165,-432.085297611181,1751.05332976216,904.512726297482
"sample_741",3592.29944982823,-2650.5812753764,2043.59409721306,-2157.19578712451,-297.772568661044,1518.5724838118,-271.58490075501,-243.779940075546,779.464126724264,370.120446830129
"sample_996",1627.67227783345,1227.99634062281,1296.20763808415,-60.387282773603,-2307.6762078716,1902.96665889507,735.139708132622,-67.4820971590048,-99.4690944551196,1081.71803123408
"sample_956",1834.84535671201,-601.308122057052,1098.64947201483,-727.482329910595,-1360.86227281831,2040.98031290397,184.542204001199,768.394501357711,-798.1864350567,172.815687117601
"sample_878",-183.642929117468,-3765.35617995401,1440.92778965956,-208.999771226017,878.283293466626,1876.96479179675,743.694705708378,1862.47815821107,-170.729292902818,3062.88002552765
"sample_969",-1726.34462498681,1776.78369466172,2067.81109691413,-246.530581331905,1432.8937707276,2152.36619957975,1046.61087363387,454.078007572095,-145.014069383149,2767.72390959632
"sample_781",3072.37339553474,-740.470521186536,273.363758867848,523.371735528192,1496.25083166759,1303.48120104422,-1140.32629191569,1350.87929977532,-483.75441392298,929.632003913239
"sample_869",-2855.45058407131,-1406.66523924539,-1566.0133979918,-1399.67846489801,-3460.50617202006,1610.82059364656,-1587.31705874549,1587.62437253441,549.47833308922,636.673478580655
"sample_413",1722.71190188058,2157.71876381249,-780.56360449403,1469.80782964956,2704.09000470095,-688.195220007253,1140.36899023339,-1954.68977030341,-800.996418600882,69.7596165888768
"sample_441",-572.153923562144,-660.894315591328,-1260.4588857176,3106.50279329919,-2860.0904015024,36.3518964781764,1856.87137103986,-894.152700476992,-274.712785921667,-909.239495381574
"sample_370",-2464.2256061698,3233.10439926565,1669.2440969838,-831.57922269626,-1453.43067692715,1425.48350574482,1218.34200734995,403.160027652523,-633.543390574918,1377.63160372743
"sample_556",4495.38212432498,2784.39965942839,1568.76910500893,245.278949071107,-3011.56559067772,986.959603866834,-68.9293897394203,369.444963158869,-841.256375994897,594.432969836115
"sample_114",3099.88497104581,1665.87548289434,114.102020790939,-630.12839721911,-831.111378712758,3015.61178365627,-115.496360568209,99.0949683667893,-747.096173453965,1209.59945860229
"sample_107",814.448882640467,-1341.463162848,1797.5770011175,-2170.5097988384,-34.1391636474573,1441.67825509931,-264.758896897604,858.339836401417,629.546331200613,3672.32508700844
"sample_158",2392.68075421752,576.674042423178,500.885845046162,1497.48709693681,811.57210848224,2185.53815941201,1241.51725840774,114.955931112202,-754.894529029576,1261.36860503715
"sample_157",-724.075365177081,2196.15883082925,747.04436869016,-2778.97086540448,1182.02233982953,1124.16248940133,940.797242703768,-176.962013948293,363.495194175844,507.221698503579
"sample_6",369.84243676406,1747.83649348366,637.933589863335,-1566.77204962586,661.814458563189,1724.13091118601,1662.92903605042,336.585076222133,-125.302219869881,961.505801254484
"sample_261",-804.374946264738,254.408364176736,986.502963601949,992.476939907237,3428.17151825306,-143.647283299123,-648.519666803897,559.996901702815,216.848083270587,456.455531234697
"sample_50",-352.317911635227,1993.01961804174,-198.055800981507,-1913.24273647023,2969.71031826115,4705.54759405238,785.398179935966,347.743490693944,2025.36970935785,1029.96049452787
"sample_910",1805.29922878407,-2274.54081184256,-1424.80311388302,760.595436811246,-800.750068874838,2807.42563632596,-1059.30523085754,1096.83926752633,807.309177331357,701.108921707066
"sample_967",772.843698317424,2306.12552562934,-218.013886132313,-1309.88907436793,-138.074669733324,1036.72139240191,-607.557804320139,105.706769220747,2354.56635659173,906.317297389749
"sample_930",-2953.21562626478,-1543.50470548885,485.194509286859,607.275526295984,-485.948117941399,2966.85115351047,12.4872593125076,-979.476448157973,1171.22755242787,1630.16538939462
"sample_957",-1479.0651816328,-14.9126298068944,267.353218033953,730.571547950937,-2482.09335662634,395.78999432943,538.253985727479,574.905444803833,1378.92609653532,2238.94338081184
"sample_891",-1127.4150528921,908.364742572475,181.746183266642,-287.960633799157,-2445.38682201809,1870.15924779918,459.381699735759,-114.224074281154,101.177857654858,1085.63330845005
"sample_925",1496.9617000986,1823.73226491189,-41.5152222226284,-819.397932230846,1845.3601168519,2769.47521618245,-30.2843758750814,-1066.56969972082,2935.91743381406,-259.058126150215
"sample_900",682.963834408278,-496.026528801697,-793.376245784831,637.539336993701,-4733.29395005516,467.64881008519,-1001.05168885789,-1397.06026908644,2403.2200087297,1349.90561717862
"sample_965",-5823.13215747054,-683.501429263176,-108.478354029398,1867.40561350562,-4088.17184987888,-134.999891700791,-644.544207381025,709.277539480378,-750.980106167336,1091.02090711253
"sample_908",934.390868265531,-1187.50164749811,1163.43137945047,-229.431254151232,-1370.7506144055,661.683697645624,-572.03557687805,917.436366683689,1490.38733580491,-966.437010527602
"sample_864",-1258.83585324543,1155.72675739196,2783.31420032487,-2668.1902568788,-3606.11567820425,1910.87869335041,371.090236436802,-527.318755786841,1564.59031506128,604.609897391433
"sample_911",31.2440880151669,1308.52193162127,-804.338215844995,-284.672888486635,716.39043226324,214.644012560172,1805.5493835246,128.843361089119,1527.53267064245,551.953705932594
"sample_899",-3789.49612193722,795.74626113281,1748.13061242333,-864.090798286616,-1144.29822739499,-27.0383611669897,858.065947306554,-423.961243238657,3149.47633602947,267.830674799751
"sample_619",1831.44066547482,2167.55990882432,163.153524901529,-1352.46612812999,1482.35351858729,687.172109986199,1494.85341117276,-1678.17645017459,746.620102977799,803.888754209955
"sample_746",3080.28899563695,649.749427417814,191.052121160154,624.076987784686,-1657.73257353076,330.255012671278,1700.81163727698,-1438.61203648391,214.634339281917,1216.69372717728
"sample_896",-1124.31272005174,1251.37002460923,-1788.43353800684,824.825283721452,1960.11260529507,117.238657134525,2615.1719230441,65.0610458924287,-199.517653105674,1099.54498972215
"sample_873",-29.7932581607042,1456.72643055454,169.5249184634,1623.67479187758,-1244.74607178771,1553.44921869129,1314.82674278987,1267.36617141092,1172.37960244417,2192.68618193879
"sample_672",623.547491909294,-1638.53856036537,3312.62782779307,-1080.33208776521,-777.03727238793,2396.07302771575,126.503964224685,1268.56040307858,454.059735896414,-313.298331695085
"sample_763",-945.11080300559,426.270786642635,-111.724911642551,1138.54033674878,145.679149806764,-106.586531628038,332.850496564539,1097.17017551579,336.290519464294,1616.90037976829
"sample_953",990.668964604337,1327.93397319955,1111.7729240124,-345.314490514298,1501.91576768183,2374.81823086285,-184.847654213327,98.6807003560857,-1462.40954184213,-67.7387254008703
"sample_901",-1265.26978593474,2756.64017214426,1367.30229322014,-86.2309285968155,404.892925449583,2148.82647245063,95.4561197804418,687.64718105839,899.316427137643,128.593091092026
"sample_1000",1319.90663318069,3066.49524595322,304.343108282886,38.5010416995012,712.639918477677,2925.01365920226,-1815.24906508985,601.194609918245,182.422095221686,260.416383093712
"sample_949",41.4321201276265,451.036574089245,415.038244509106,-372.822366812059,-1169.18989088637,491.999729081388,1216.9618895446,1010.11836684446,1435.28261263687,1401.90104029521
"sample_842",-232.053244284044,-1217.12527869457,4206.74571770327,1268.48126351419,-3110.03001850267,786.421797490793,276.450068530248,493.852062991394,167.870870218802,1048.85286981775
"sample_854",102.975280964472,-489.552344154788,3366.06727745793,-786.266551698465,-2134.91346833094,1659.9026739123,1174.82217598222,36.991757323832,614.252791365529,2044.82292967445
"sample_821",-1028.89778748865,1650.69614702512,2518.74020285262,154.330570950676,602.031594875945,1803.57998518021,914.57127009275,-1153.20136536789,1405.72606975269,1755.97140741806
"sample_995",-532.468959482132,1008.89739248554,2574.03914778361,584.809874191151,922.515064243525,1646.72698174019,1721.26482093257,653.702285144964,-1557.1927060785,1787.33504171097
"sample_677",2357.68915423971,592.184646278524,3832.0140497974,1451.10283450629,-3934.22364456729,1640.72606940507,1212.4329660245,-999.698841117472,243.038758305175,1335.49243711229
"sample_979",459.984203978528,997.962960968641,3551.90946174522,1378.83281997856,1502.04447219188,-571.088961577062,187.076796477802,257.514701381889,858.554781599585,1219.81680634872
"sample_751",-2258.11530617038,803.418216956188,2786.57511642443,288.252248380958,-1760.38467490288,250.878071377783,-31.2977172871299,866.557056295729,-1462.60114140497,629.381576352286
"sample_822",-3241.35486524579,-220.968079130397,1416.71116829076,-877.985428577049,190.02487374862,1955.52413173313,1662.39820917722,758.458963364637,887.068634473285,1358.19511683407
"sample_794",479.838713658492,-174.507421645606,-1434.15687787974,234.061997331697,460.305559913812,2216.8532464558,-203.852909308672,-1285.75737838761,1359.04440082939,981.624076307368
"sample_918",-1858.08192902645,-1421.83998838483,-923.114663771091,997.806781443325,947.701598931745,-693.700098908746,-903.537479540566,-372.993265733782,36.0122436569343,338.396060932925
"sample_877",-76.8017483259962,-406.093210183342,1981.6900589812,-1440.81006275228,-1899.59515830792,-314.22175640414,691.532953267115,1035.64722986378,845.197446398499,-1996.63671221026
"sample_774",-790.230060386856,443.446638623376,1829.09758133014,379.997350091795,-1489.30491232184,769.071384102218,532.043570705394,93.1367975440963,222.122462383043,1029.20574180161
"sample_812",-364.118058945232,-1439.97918524519,2435.36986208741,1007.64919520626,254.058773929424,104.395390764654,-614.794431244344,519.689864815552,1349.02209318979,117.71010918334
"sample_790",888.456310386087,-52.4535464924288,588.709338980623,-432.403989176684,-2357.86959370385,1321.57139477266,1119.70231422963,-1023.15239712759,1865.0612429242,333.052714543598
"sample_968",957.885108440507,-1095.36970587626,-1529.82870209374,-1820.1990345821,-4276.47994652714,911.501158732289,-679.606047965755,-220.023499513815,-388.264218913181,1290.75445681549
"sample_846",1137.66376499639,-760.215061336554,4338.82265244237,-536.462560118624,-1348.51848511123,-665.182513795728,845.390248308928,364.505028029156,623.64594454856,2072.0659102004
"sample_682",817.575571285978,-223.709190380961,4183.82908992297,1252.31616587573,-1140.23716372292,1208.41139457713,481.705156712977,-792.565375889922,1248.02816367566,1723.57886426801
"sample_798",407.803750814717,2552.99187594088,1163.05600257355,3795.35054161148,-1968.75731253212,1401.62382942981,1651.08211130521,-977.691310429348,2294.3295324674,1857.53684548969
"sample_674",451.884593944607,-530.834793251183,1608.44179453506,1425.65690521753,568.407328068233,1376.03716639829,134.171726953292,-571.382843959008,2314.77178652885,1202.89677894956
"sample_1015",-3464.37988104794,-703.07836555412,2313.82911085553,-466.262562487725,-1816.14254191451,1165.04485708161,814.867645602887,840.081512578157,-488.609572106713,914.67287445045
"sample_246",5813.09739261136,2344.74272760344,-2787.01808860827,-225.279568826248,2261.31567551763,437.376139895631,-797.395001941939,-216.271346807169,624.569958490663,-1147.10240006021
"sample_848",2576.44890646999,-26.5097994182624,2609.78562892322,-896.724571991166,-537.409416042437,-226.88475683577,-376.817137487013,690.850567459442,460.033928634062,128.472242791848
"sample_314",1994.85272460751,2106.40316617323,-1512.74963297695,1237.16488684213,-255.367314046753,-1239.42216842843,915.134841188925,-253.393209991961,-268.240374820976,806.159341277341
"sample_687",2468.15240110658,231.949301915697,-145.401837368323,657.622645524325,-427.161436998322,202.907167360545,598.792291116418,-341.301140887073,327.486436052387,-508.506719614984
"sample_675",2730.46839052612,1883.19500423095,-2196.20513036246,2491.94332016377,-1594.17148311874,-536.657065793985,1266.10505778937,298.982193322693,535.883410664721,-966.391771627502
"sample_25",1768.56713131087,-525.425933301515,-836.92512982929,-1117.53454818994,910.96903896323,690.356783088915,982.181234823787,-82.627000573711,206.527938121151,-31.9936334869316
"sample_912",513.782733133831,-3344.60726290038,484.298573126864,632.306801717524,-590.067537210931,878.181608199174,-770.686487696907,568.613361395588,1844.99531837087,970.037806674331
"sample_113",4210.87212464517,1782.33660615599,-2053.14357698686,564.806101784693,1770.00558853849,1208.21577381025,138.601390860639,-364.987791388633,382.349329364041,-184.128000940667
"sample_820",2615.69601502895,-2088.69545193324,-4726.88242576545,1942.80792926241,2099.93702359296,268.976832361376,1038.71961509149,-728.362855440175,1209.08716351246,342.149129902697
"sample_739",577.352486141946,-2364.79224790284,1910.91423436316,-999.791670810098,-2107.3604162526,2093.19879870875,527.890833673969,175.668168957937,896.734039775623,-522.304904372534
"sample_711",316.348110235734,1902.59124127148,-1273.37213087799,917.380535758086,-251.974888715488,479.370772232896,-592.974696809149,-681.998954141837,206.509050861981,891.40170611202
"sample_758",320.553774552783,1670.88137408725,276.629561744267,-777.984148634102,-668.361302814464,820.360561592794,181.991219242476,-281.083841876611,374.503203524446,1172.18087034392
"sample_747",325.12449178183,344.333836517839,-1364.0365372653,531.38078219888,-1854.8430008736,1591.28443605966,2401.72696685963,3028.22131505234,-996.539191504896,126.083800679253
"sample_723",-1793.68566999726,-122.334803409236,212.690443267202,2590.94756625646,258.785710783683,587.103204527129,1138.17695077835,2767.00746599274,-873.696177063961,1008.6533191605
"sample_638",-933.495744192852,-284.771256903754,-470.219638714135,-275.13455656836,1953.04466452713,112.494679619825,205.672729577105,-32.9666266411078,128.668501139274,1593.17700415936
"sample_804",954.829405466016,1808.92407635297,3177.73943006925,2154.87876882726,2089.34242005489,599.540467693201,445.593915315534,947.327556854637,809.124215222113,227.239978310691
"sample_296",2857.32738245311,1494.16533692677,-502.550826949965,2066.17610804367,-114.26256825952,1994.4838104198,1091.68779211069,-637.126938779761,556.325657637206,959.386549393622
"sample_308",3916.33926841514,1062.87077754594,-1311.94888050231,3951.69871613237,586.156437056626,329.832164688083,-615.1484384239,651.400532571342,-1248.63947081552,-29.6172779398015
"sample_559",3455.72401772377,1707.36178486445,-559.285672130105,138.459885073614,-166.06001319404,1051.74314607508,-423.113392773499,663.720468604904,294.603833921663,1955.76313448095
"sample_648",-1247.61609707437,-17.0989692796252,2631.8745335399,138.351860151838,2452.26333608144,-1981.8952589176,2363.8090490279,1827.71086904756,-972.808204971576,588.274052248593
"sample_773",5661.92258878367,314.338762419994,1346.40451840684,-219.95752804611,-292.451736577732,535.251491693845,1124.66138249204,1805.2306308013,201.595618398154,1120.60817887462
"sample_935",-2.27779256557483,46.8678703569812,-2590.37941590354,501.618021136864,-448.553177609811,1644.23268406173,1310.7931738983,-516.189621770239,-557.687647263955,-1787.76266320623
"sample_645",986.800388062155,3000.10489302533,-209.059126181045,-2638.2000280574,-150.519825157763,2416.39025181637,2375.27195866158,-1541.03850752429,535.833154366612,120.499528511145
"sample_970",-376.764947542325,1612.15986979419,-81.9046418044786,516.020504113232,860.74383137333,2173.73299692341,554.571871771398,-269.303113920714,-31.9197370017181,396.417480867298
"sample_1020",419.109568071015,9.17081715690753,2297.49126299718,112.501722353402,391.229300458272,808.452917151473,-582.858846098818,403.607569885948,438.229548500976,1163.25445359741
"sample_662",-2149.35540166182,8.17588017334946,-173.84170622403,477.881202008723,-124.905378391245,-130.013090215794,711.701439951276,107.934018108943,51.3464226126698,586.882572000439
"sample_989",52.5414183824938,412.254714935515,-660.541048856621,2291.41104087444,319.076158142031,702.554332538709,773.641338181791,366.917408811725,-314.186741192958,2229.50058982936
"sample_904",-2349.38425990428,-460.100187914984,3919.22812872995,1281.75585266266,-2710.40608823012,1879.52894735396,955.788230547142,-60.7534202906529,461.142234085231,-873.612885715208
"sample_786",-3458.8954568487,2847.76817478255,1197.18268798571,-1280.41864110267,-3184.42560946563,1865.03853584084,2635.75952751255,1033.57319606189,114.996901669407,-159.483346437352
"sample_958",989.172413144991,4159.78161993706,1480.31182607136,-88.1871639055306,-1708.04663865974,1092.0520188849,1564.40724562544,270.585079001428,113.892274242743,-389.318351848131
"sample_426",2134.32449962147,-102.835977113344,-868.672230910495,-118.971456217156,-415.97334117048,1972.62610666423,-1056.28990457689,-576.478191670055,229.319651065209,915.058460832459
